,loan_id,published_date,current_balance,original_balance,property_state,orig_int_rate,orig_dscr,orig_ltv,special_servicer,freddie_held,principal_paydown,label
3316,10073778,2017-01-25,12664001,13800000,NE,0.0399,1.36,0.754,wells_fargo_bank,0.0,1135999,0.0
3317,30309872,2017-01-25,12660000,12660000,FL,0.024237,1.98,0.6,"berkeley_point_capital,_llc",0.0,0,0.0
3318,838100038,2017-01-25,12658992,14000000,MD,0.0479,1.747,0.515,keybank,0.0,1341008,0.0
3319,860100030,2017-01-25,12654947,13900000,TX,0.0479,1.26,0.706,wells_fargo_bank,0.0,1245053,0.0
3320,690100036,2017-01-25,12651441,14250000,CA,0.0415,1.47,0.613,cwcapital,0.0,1598559,0.0
3321,10082147,2017-01-25,12647267,12800000,OR,0.0478,1.27,0.771,wells_fargo_bank,0.0,152733,0.0
3322,30268930,2017-01-25,12646863,14085000,TX,0.0591,1.25,0.641,keybank,0.0,1438137,0.0
3323,305161037,2017-01-25,12642000,12642000,UT,0.0414,2.3,0.65,midland_loan_services,0.0,0,0.0
3324,304741019,2017-01-25,12640000,12640000,OR,0.0454,1.43,0.722,keybank,0.0,0,0.0
3325,10102927,2017-01-25,12640000,12640000,TX,0.0429,1.26,0.8,midland_loan_services,0.0,0,0.0
3326,10102189,2017-01-25,12640000,12640000,AZ,0.0392,1.28,0.8,cwcapital,0.0,0,0.0
3327,302521050,2017-01-25,12634701,13304000,TX,0.0431,1.35,0.733,wells_fargo_bank,0.0,669299,0.0
3328,300591047,2017-01-25,12626504,13650000,NV,0.038,1.32,0.743,cwcapital,0.0,1023496,0.0
3329,300501043,2017-01-25,12620602,13550000,LA,0.0403,1.34,0.746,midland_loan_services,0.0,929398,0.0
3330,714100044,2017-01-25,12617445,13000000,FL,0.0383,1.31,0.722,wells_fargo_bank_,0.0,382555,0.0
3331,860100031,2017-01-25,12600324,13720000,WI,0.0531,1.25,0.77,wells_fargo_bank,0.0,1119676,0.0
3332,303171038,2017-01-25,12600000,12600000,FL,0.0431,1.28,0.75,cwcapital,0.0,0,0.0
3333,10102928,2017-01-25,12600000,12600000,VA,0.0413,1.46,0.733,midland_loan_services,0.0,0,0.0
3334,670100036,2017-01-25,12599122,13680000,TX,0.05,1.28,0.8,wells_fargo_bank,0.0,1080878,0.0
3335,534402844,2017-01-25,12594260,6803000,CA,0.0435,1.3,0.526,wells_fargo_bank,0.0,-5791260,0.0
3336,30285001,2017-01-25,12587078,14150000,SC,0.0443,1.34,0.73,wells_fargo_bank,0.0,1562922,0.0
3337,304221044,2017-01-25,12587043,13000000,SC,0.037,1.68,0.583,cwcapital,0.0,412957,0.0
3338,10087004,2017-01-25,12580526,12937000,OH,0.0469,1.5,0.711,wells_fargo_bank,0.0,356474,0.0
3339,10093613,2017-01-25,12578650,12680000,GA,0.0417,1.26,0.8,wells_fargo_bank,0.0,101350,0.0
3341,302781046,2017-01-25,12575834,12660000,CO,0.042,1.26,0.777,keybank,0.0,84166,0.0
3342,862100041,2017-01-25,12562354,12650000,CO,0.0486,1.28,0.771,wells_fargo_bank,0.0,87646,0.0
3343,301901044,2017-01-25,12557354,13275000,NV,0.0423,1.36,0.744,wells_fargo_bank,0.0,717646,1.0
3344,456000029,2017-01-25,12556995,13942000,CO,0.0531,1.3,0.727,keybank,0.0,1385005,0.0
3345,300701055,2017-01-25,12555000,12555000,WA,0.0365,2.17,0.568,keybank,0.0,0,0.0
3346,304901147,2017-01-25,12553000,12553000,OR,0.0397,1.25,0.778,wells_fargo_bank,0.0,0,0.0
3347,820100423,2017-01-25,12526466,13800000,TX,0.0521,1.26,0.507,cwcapital,0.0,1273534,0.0
3348,10061476,2017-01-25,12525863,13764000,CA,0.0426,1.277,0.733,wells_fargo_bank,0.0,1238137,1.0
3349,33000028,2017-01-25,12516029,13632000,NY,0.0579,1.23,0.793,wells_fargo_bank,0.0,1115971,0.0
3350,10059133,2017-01-25,12506157,15486000,PA,0.0566,1.3,0.728,wells_fargo_bank,0.0,2979843,1.0
3351,10100828,2017-01-25,12500000,12500000,FL,0.0351,1.27,0.735,wells_fargo_bank,0.0,0,0.0
3352,301451047,2017-01-25,12500000,12500000,GA,0.0424,2.16,0.619,cwcapital,0.0,0,0.0
3353,30304068,2017-01-25,12500000,12500000,NY,0.0345,18.79,0.02,midland_loan_services,0.0,0,0.0
3354,10093526,2017-01-25,12500000,12500000,CO,0.0362,1.41,0.753,wells_fargo_bank,0.0,0,0.0
3356,10091362,2017-01-25,12499184,13081000,GA,0.0427,1.66,0.466,"berkeley_point_capital,_llc",0.0,581816,0.0
3357,10058695,2017-01-25,12498872,13162500,TX,0.0445,1.291,0.75,wells_fargo_bank,0.0,663628,0.0
3358,30310352,2017-01-25,12496932,12880000,VA,0.027237,1.7,0.79,wells_fargo_bank,0.0,383068,0.0
3359,670100035,2017-01-25,12483454,13770000,CA,0.0514,1.26,0.742,wells_fargo_bank,0.0,1286546,0.0
3360,433000030,2017-01-25,12482571,13980000,VA,0.054,1.3,0.747,cwcapital,0.0,1497429,0.0
3361,10059145,2017-01-25,12480539,13625000,OK,0.0544,1.25,0.78,wells_fargo_bank,0.0,1144461,0.0
3362,302781045,2017-01-25,12472887,13000000,GA,0.044,1.38,0.723,keybank,0.0,527113,0.0
3363,650100032,2017-01-25,12470347,13385000,CA,0.047,1.25,0.708,cwcapital,0.0,914653,0.0
3364,300501050,2017-01-25,12468000,12468000,NY,0.0357,2.11,0.594,midland_loan_services,0.0,0,0.0
3365,46100039,2017-01-25,12456019,12791000,AZ,0.0387,1.25,0.787,midland_loan_services,0.0,334981,0.0
3366,10087005,2017-01-25,12454523,12596000,WI,0.0507,1.25,0.71,wells_fargo_bank,0.0,141477,0.0
3367,301561041,2017-01-25,12450539,12600000,MD,0.0366,1.44,0.75,keybank,0.0,149461,0.0
3368,714100042,2017-01-25,12448464,13060000,CA,0.0399,1.25,0.751,wells_fargo_bank_,0.0,611536,0.0
3369,300501045,2017-01-25,12445498,13185000,CA,0.037,1.25,0.647,midland_loan_services,0.0,739502,0.0
3370,30268854,2017-01-25,12434985,14050000,FL,0.0562,1.333,0.756,"berkeley_point_capital,_llc",0.0,1615015,0.0
3371,10096504,2017-01-25,12429961,12875000,SD,0.0424,1.35,0.773,wells_fargo_bank,0.0,445039,0.0
3372,10059118,2017-01-25,12419781,13102000,NE,0.0569,1.25,0.753,wells_fargo_bank,0.0,682219,0.0
3373,10098706,2017-01-25,12415000,12415000,OR,0.038,2.28,0.65,wells_fargo_bank,0.0,0,0.0
3374,714100043,2017-01-25,12414524,13000000,TX,0.0364,1.37,0.747,wells_fargo_bank_,0.0,585476,0.0
3375,10073764,2017-01-25,12413715,13000000,AL,0.0402,1.46,0.767,wells_fargo_bank,0.0,586285,0.0
3376,30308549,2017-01-25,12408598,12500000,TX,0.026037,2.79,0.498,midland_loan_services,0.0,91402,0.0
3377,10091364,2017-01-25,12405837,12925000,NV,0.0445,1.36,0.685,"berkeley_point_capital,_llc",0.0,519163,0.0
3378,862100040,2017-01-25,12405816,12903000,CA,0.0486,1.3,0.681,wells_fargo_bank,0.0,497184,0.0
3379,10054700,2017-01-25,12405277,13895000,IN,0.054,1.382,0.712,wells_fargo_bank,0.0,1489723,0.0
3380,708067921,2017-01-25,12400000,6200000,MA,0.0414,1.751,0.479,wells_fargo_bank,0.0,-6200000,0.0
3381,30309078,2017-01-25,12400000,12400000,FL,0.025037,1.57,0.785,trimont,0.0,0,0.0
3382,10060768,2017-01-25,12387369,12446000,CA,0.0484,1.3,0.521,keybank,0.0,58631,0.0
3383,10059137,2017-01-25,12384182,13530000,AZ,0.0548,1.3,0.705,wells_fargo_bank,0.0,1145818,0.0
3384,818100049,2017-01-25,12381908,13125000,FL,0.0412,1.532,0.75,cwcapital,0.0,743092,0.0
3385,33000029,2017-01-25,12373573,13500000,OH,0.0602,1.22,0.758,wells_fargo_bank,0.0,1126427,0.0
3386,30310422,2017-01-25,12370000,6185000,MS,0.029637,1.87,0.689,keybank,0.0,-6185000,0.0
3387,10073000,2017-01-25,12363850,12970000,FL,0.0435,1.31,0.59,wells_fargo_bank,0.0,606150,0.0
3388,10073760,2017-01-25,12363390,13500000,OH,0.0398,1.74,0.744,wells_fargo_bank,0.0,1136610,0.0
3389,30304098,2017-01-25,12361926,12446000,CA,0.0412,1.26,0.7,midland_loan_services,0.0,84074,0.0
3390,708641342,2017-01-25,12361285,6337500,TX,0.0447,1.41,0.745,"sabal_financial_group,_l.p.",0.0,-6023785,0.0
3391,30283208,2017-01-25,12360104,13248000,CA,0.0504,1.26,0.8,cwcapital,0.0,887896,0.0
3392,10102929,2017-01-25,12348000,12348000,MS,0.0402,1.25,0.763,midland_loan_services,0.0,0,0.0
3393,501164307,2017-01-25,12345138,12800000,MD,0.0387,1.324,0.582,berkadia,0.0,454862,0.0
3394,30268885,2017-01-25,12337319,13899000,TX,0.0568,1.307,0.736,"berkeley_point_capital,_llc",0.0,1561681,0.0
3395,46100041,2017-01-25,12337000,12337000,UT,0.0392,1.31,0.732,midland_loan_services,0.0,0,0.0
3396,301451046,2017-01-25,12330938,12800000,AZ,0.0457,1.33,0.79,cwcapital,0.0,469062,0.0
3397,304991056,2017-01-25,12330500,12330500,MO,0.028537,3.96,0.599,c-iii_asset_management_llc,0.0,0,0.0
3398,833100034,2017-01-25,12321435,13000000,FL,0.0426,1.325,0.765,midland_loan_services,0.0,678565,0.0
3399,30289160,2017-01-25,12320591,13028000,TX,0.042437,1.59,0.59,wells_fargo_bank,0.0,707409,0.0
3400,670100037,2017-01-25,12305691,13600000,FL,0.0512,1.4,0.615,wells_fargo_bank,0.0,1294309,0.0
3401,46100042,2017-01-25,12300000,12300000,NM,0.0399,1.37,0.75,midland_loan_services,0.0,0,0.0
3402,10098707,2017-01-25,12300000,12300000,WI,0.0421,1.25,0.75,wells_fargo_bank,0.0,0,0.0
3403,820108984,2017-01-25,12285000,12285000,MI,0.0418,2.37,0.65,midland_loan_services,0.0,0,0.0
3404,10081463,2017-01-25,12282410,13180000,FL,0.03941,1.28,0.761,midland_loan_services,0.0,897590,0.0
3405,889100043,2017-01-25,12281837,13540000,NC,0.0428,1.347,0.74,midland_loan_services,0.0,1258163,0.0
3406,305331016,2017-01-25,12279461,12569000,WA,0.0319,1.3,0.633,cwcapital,0.0,289539,0.0
3407,301451042,2017-01-25,12273882,13504000,TX,0.0388,1.36,0.788,cwcapital,0.0,1230118,0.0
3408,10102190,2017-01-25,12268266,12670000,NJ,0.0371,1.53,0.694,cwcapital,0.0,401734,0.0
3409,30268905,2017-01-25,12266891,13721000,AR,0.0616,1.335,0.727,keybank,0.0,1454109,0.0
3410,689100041,2017-01-25,12265307,13000000,PA,0.0526,1.28,0.8,cwcapital,0.0,734693,0.0
3411,820100816,2017-01-25,12259689,12959000,OR,0.0508,1.326,0.656,keybank,0.0,699311,0.0
3412,820105529,2017-01-25,12257002,12800000,OH,0.058,1.54,0.724,keybank,0.0,542998,0.0
3413,30310303,2017-01-25,12250000,12250000,AL,0.031837,1.59,0.738,wells_fargo_bank,0.0,0,0.0
3414,303171041,2017-01-25,12240000,12240000,OH,0.042,1.33,0.8,cwcapital,0.0,0,0.0
3415,10069495,2017-01-25,12227715,12750000,NJ,0.0397,1.32,0.73,wells_fargo_bank,0.0,522285,0.0
3416,30283152,2017-01-25,12220975,13080000,CA,0.0515,1.38,0.75,cwcapital,0.0,859025,0.0
3417,818100047,2017-01-25,12220320,13500000,CA,0.0395,1.25,0.691,cwcapital,0.0,1279680,0.0
3418,10098708,2017-01-25,12220000,12220000,IN,0.0402,1.32,0.794,wells_fargo_bank,0.0,0,0.0
3419,689100040,2017-01-25,12216470,13395000,TX,0.0527,1.25,0.702,cwcapital,0.0,1178530,0.0
3420,30268912,2017-01-25,12211598,13420000,AZ,0.057,1.3,0.624,keybank,0.0,1208402,0.0
3421,302521051,2017-01-25,12200000,12200000,WA,0.0398,1.99,0.607,wells_fargo_bank,0.0,0,0.0
3422,10096506,2017-01-25,12200000,12200000,IN,0.0405,1.37,0.693,wells_fargo_bank,0.0,0,0.0
3423,708102867,2017-01-25,12187940,6350000,TX,0.0479,1.31,0.599,wells_fargo_bank,0.0,-5837940,0.0
3424,30309854,2017-01-25,12176000,12176000,TX,0.026737,1.53,0.736,"berkeley_point_capital,_llc",0.0,0,0.0
3425,10081411,2017-01-25,12171871,13080000,CA,0.0383,1.35,0.649,midland_loan_services,0.0,908129,0.0
3426,304221045,2017-01-25,12159550,12560000,WA,0.0368,1.25,0.796,cwcapital,0.0,400450,0.0
3427,10081471,2017-01-25,12143948,12510000,ID,0.0414,1.26,0.744,midland_loan_services,0.0,366052,0.0
3428,833100035,2017-01-25,12139535,12800000,TX,0.0417,1.332,0.746,midland_loan_services,0.0,660465,0.0
3429,10054714,2017-01-25,12138895,13028000,TX,0.0579,1.3,0.708,wells_fargo_bank,0.0,889105,0.0
3430,291000003,2017-01-25,12135205,12700000,NC,0.039,1.42,0.736,midland_loan_services,0.0,564795,0.0
3431,670100038,2017-01-25,12130509,12750000,CO,0.0465,1.39,0.724,wells_fargo_bank,0.0,619491,0.0
3432,10091366,2017-01-25,12118000,12118000,MA,0.0424,2.22,0.527,"berkeley_point_capital,_llc",0.0,0,0.0
3433,30288556,2017-01-25,12115130,12490000,GA,0.0425,1.25,0.75,keybank,0.0,374870,0.0
3434,10096505,2017-01-25,12114567,12603000,WA,0.0385,1.45,0.642,wells_fargo_bank,0.0,488433,0.0
3435,10091365,2017-01-25,12111845,12254176,CO,0.0491,1.29,0.725,"berkeley_point_capital,_llc",0.0,142331,1.0
3436,10062951,2017-01-25,12107663,13335000,LA,0.0454,1.631,0.596,torchlight,0.0,1227337,0.0
3437,651100031,2017-01-25,12107207,13600000,AZ,0.0438,1.39,0.727,cwcapital,0.0,1492793,0.0
3438,30268921,2017-01-25,12106826,13650000,WA,0.0533,1.45,0.637,keybank,0.0,1543174,0.0
3439,820102485,2017-01-25,12102712,12800000,NY,0.0449,6.31,0.148,keybank,0.0,697288,0.0
3440,10096507,2017-01-25,12100000,12100000,VA,0.0414,1.28,0.786,wells_fargo_bank,0.0,0,0.0
3441,17000037,2017-01-25,12092468,13500000,NE,0.0556,1.41,0.746,cwcapital,0.0,1407532,1.0
3442,10082681,2017-01-25,12085390,13000000,CA,0.0347,2.73,0.218,wells_fargo_bank,0.0,914610,0.0
3443,300340048,2017-01-25,12078282,12562500,TX,0.0388,1.33,0.71,keybank,0.0,484218,0.0
3444,301151048,2017-01-25,12071336,13000000,NY,0.0338,3.19,0.34,wells_fargo_bank,0.0,928664,0.0
3445,305161039,2017-01-25,12068450,12257000,ID,0.0406,1.37,0.7,midland_loan_services,0.0,188550,1.0
3446,714100047,2017-01-25,12062471,12190000,CO,0.0363,1.51,0.743,wells_fargo_bank_,0.0,127529,0.0
3447,434000033,2017-01-25,12060726,12880000,CA,0.0564,1.34,0.781,cwcapital,0.0,819274,0.0
3448,10062954,2017-01-25,12059613,12772000,FL,0.0436,1.33,0.798,torchlight,0.0,712387,0.0
3449,10062314,2017-01-25,12056853,12675000,TX,0.0448,1.308,0.768,wells_fargo_bank,0.0,618147,0.0
3450,10091367,2017-01-25,12048000,12048000,CA,0.0407,2.4,0.6,"berkeley_point_capital,_llc",0.0,0,0.0
3451,46100043,2017-01-25,12037000,12037000,AZ,0.0379,1.49,0.75,midland_loan_services,0.0,0,0.0
3452,457000031,2017-01-25,12036601,13425000,PA,0.0508,1.37,0.747,keybank,0.0,1388399,0.0
3453,838100040,2017-01-25,12023573,12900000,OH,0.0519,1.288,0.778,keybank,0.0,876427,0.0
3454,690100043,2017-01-25,12020843,12759000,TX,0.0525,1.25,0.788,cwcapital,0.0,738157,0.0
3455,301901045,2017-01-25,12015612,12450000,SC,0.0419,1.5,0.746,wells_fargo_bank,0.0,434388,0.0
3456,10064719,2017-01-25,12015470,13000000,NY,0.0447,1.36,0.731,cwcapital,0.0,984530,0.0
3457,10063239,2017-01-25,12002214,12930000,FL,0.0393,1.264,0.761,midland_loan_services,0.0,927786,0.0
3458,2715651,2017-01-25,12001993,13170338,FL,0.0622,1.19,0.572,freddie_mac,0.0,1168345,0.0
3459,30308601,2017-01-25,12000000,12000000,TX,0.027037,4.2,0.69,midland_loan_services,0.0,0,0.0
3460,300060052,2017-01-25,12000000,12000000,NY,0.0331,24.58,0.034,keybank,0.0,0,0.0
3461,302781048,2017-01-25,12000000,12000000,KS,0.0418,1.34,0.8,keybank,0.0,0,0.0
3462,302781049,2017-01-25,12000000,12000000,VA,0.0444,1.95,0.632,keybank,0.0,0,0.0
3463,10102191,2017-01-25,12000000,12000000,SC,0.0405,1.35,0.745,cwcapital,0.0,0,0.0
3464,303681048,2017-01-25,12000000,12000000,MN,0.0451,1.58,0.634,wells_fargo_bank,0.0,0,0.0
3465,303681049,2017-01-25,12000000,12000000,AZ,0.0455,1.64,0.67,wells_fargo_bank,0.0,0,0.0
3466,10074307,2017-01-25,12000000,12000000,CA,0.0387,1.3,0.681,wells_fargo_bank,0.0,0,0.0
3467,10062952,2017-01-25,11998107,13250000,MO,0.0429,1.297,0.793,torchlight,0.0,1251893,0.0
3468,10102930,2017-01-25,11998000,11998000,CA,0.0379,1.98,0.7,midland_loan_services,0.0,0,0.0
3469,10069494,2017-01-25,11995135,13120000,MN,0.0375,1.37,0.789,wells_fargo_bank,0.0,1124865,0.0
3470,10073667,2017-01-25,11994572,13136000,PA,0.0436,1.25,0.766,wells_fargo_bank,0.0,1141428,0.0
3471,10064708,2017-01-25,11989148,12550000,SC,0.0407,1.28,0.758,cwcapital,0.0,560852,0.0
3472,10098709,2017-01-25,11983424,12150000,CA,0.0409,1.25,0.66,wells_fargo_bank,0.0,166576,0.0
3473,10087006,2017-01-25,11982992,12540000,GA,0.0498,1.36,0.716,wells_fargo_bank,0.0,557008,0.0
3474,818100048,2017-01-25,11982928,13290000,KS,0.0384,1.309,0.737,cwcapital,0.0,1307072,0.0
3475,10064069,2017-01-25,11982439,13600000,TX,0.0575,1.242,0.69,freddie_mac,0.0,1617561,0.0
3476,820106396,2017-01-25,11982077,12435000,OR,0.0439,1.26,0.747,cwcapital,0.0,452923,0.0
3477,824100043,2017-01-25,11978180,12562000,SC,0.0438,1.316,0.75,keybank,0.0,583820,0.0
3478,30268863,2017-01-25,11978056,13400000,TX,0.0592,1.3,0.734,"berkeley_point_capital,_llc",0.0,1421944,0.0
3479,10061545,2017-01-25,11970409,13250000,CA,0.0395,1.365,0.645,wells_fargo_bank,0.0,1279591,0.0
3480,501164334,2017-01-25,11968997,12410000,MD,0.0387,1.385,0.636,berkadia,0.0,441003,0.0
3481,434000032,2017-01-25,11966630,13302000,TX,0.0542,1.51,0.638,cwcapital,0.0,1335370,0.0
3482,301561042,2017-01-25,11959952,12650000,TX,0.0462,1.54,0.548,keybank,0.0,690048,0.0
3483,10096508,2017-01-25,11950000,11950000,NY,0.0418,1.89,0.66,wells_fargo_bank,0.0,0,0.0
3484,303171040,2017-01-25,11939218,12400000,TX,0.0408,1.37,0.798,cwcapital,0.0,460782,1.0
3485,10061530,2017-01-25,11938100,13068000,NJ,0.0449,1.339,0.499,wells_fargo_bank,0.0,1129900,0.0
3486,708577369,2017-01-25,11938000,5969000,CA,0.04,1.25,0.635,"arbor_commercial_mortgage,_llc",0.0,-5969000,0.0
3487,30268922,2017-01-25,11933245,12825000,TX,0.0599,1.469,0.737,keybank,0.0,891755,0.0
3488,10087003,2017-01-25,11925721,13131964,NJ,0.0508,1.1,0.642,wells_fargo_bank,0.0,1206243,0.0
3489,301561043,2017-01-25,11922874,12547000,OR,0.0498,1.31,0.746,keybank,0.0,624126,0.0
3490,818100051,2017-01-25,11915159,12580000,WV,0.045,1.304,0.777,cwcapital,0.0,664841,0.0
3491,305161040,2017-01-25,11914000,11914000,AZ,0.0457,1.8,0.65,midland_loan_services,0.0,0,0.0
3492,10073697,2017-01-25,11910323,13100000,NJ,0.04101,1.493,0.682,wells_fargo_bank,0.0,1189677,0.0
3493,300701056,2017-01-25,11905308,12281000,CA,0.0415,1.38,0.744,keybank,0.0,375692,0.0
3494,300591051,2017-01-25,11900640,12350000,GA,0.0374,1.35,0.722,cwcapital,0.0,449360,0.0
3495,30310421,2017-01-25,11900000,5950000,NH,0.029637,1.87,0.7,keybank,0.0,-5950000,0.0
3496,10098711,2017-01-25,11900000,11900000,FL,0.0403,1.3,0.567,wells_fargo_bank,0.0,0,1.0
3497,301901046,2017-01-25,11899842,12425000,NY,0.0538,1.26,0.69,wells_fargo_bank,0.0,525158,0.0
3498,820103800,2017-01-25,11898949,12800000,IL,0.0375,1.27,0.782,midland_loan_services,0.0,901051,0.0
3499,304221046,2017-01-25,11887000,11887000,KY,0.0383,1.38,0.748,cwcapital,0.0,0,0.0
3500,504137034,2017-01-25,11879605,13400000,SC,0.0641,1.2,0.593,freddie_mac,0.0,1520395,0.0
3501,10073010,2017-01-25,11869620,15115000,AR,0.0495,1.325,0.662,wells_fargo_bank,0.0,3245380,1.0
3502,304991057,2017-01-25,11865000,11865000,AZ,0.033737,1.52,0.75,c-iii_asset_management_llc,0.0,0,0.0
3503,714100046,2017-01-25,11862583,12450000,WA,0.0377,1.37,0.798,wells_fargo_bank_,0.0,587417,0.0
3504,10085009,2017-01-25,11854237,12500000,GA,0.0448,1.79,0.644,cwcapital,0.0,645763,0.0
3505,651100033,2017-01-25,11838926,13211000,PA,0.0471,1.75,0.603,cwcapital,0.0,1372074,0.0
3506,10063233,2017-01-25,11835000,11835000,CA,0.0395,1.96,0.577,midland_loan_services,0.0,0,0.0
3507,303681034,2017-01-25,11834344,11850000,AZ,0.0403,1.28,0.662,wells_fargo_bank,0.0,15656,0.0
3508,303841056,2017-01-25,11830000,11830000,AL,0.0395,1.3,0.7,midland_loan_services,0.0,0,0.0
3509,862100039,2017-01-25,11818495,13000000,TX,0.0481,1.31,0.73,wells_fargo_bank,0.0,1181505,0.0
3510,301151049,2017-01-25,11815709,11938000,NY,0.0374,1.25,0.682,wells_fargo_bank,0.0,122291,0.0
3511,300501049,2017-01-25,11796256,12562000,IL,0.0338,1.32,0.735,midland_loan_services,0.0,765744,0.0
3512,30285051,2017-01-25,11792099,12522000,CA,0.0521,1.25,0.737,wells_fargo_bank,0.0,729901,0.0
3513,10099799,2017-01-25,11789762,12200000,NJ,0.0417,1.49,0.628,wells_fargo_bank,0.0,410238,0.0
3514,838100043,2017-01-25,11787360,12424000,GA,0.0535,1.25,0.727,keybank,0.0,636640,0.0
3515,300501047,2017-01-25,11785328,12800000,GA,0.0347,1.51,0.706,midland_loan_services,0.0,1014672,0.0
3516,10073962,2017-01-25,11785212,12800000,WI,0.0373,1.31,0.731,wells_fargo_bank,0.0,1014788,0.0
3517,30288557,2017-01-25,11775763,12380000,TN,0.0432,1.307,0.799,keybank,0.0,604237,0.0
3518,10102192,2017-01-25,11775405,12055000,TX,0.048,1.64,0.689,cwcapital,0.0,279595,0.0
3519,10062953,2017-01-25,11769645,13000000,TX,0.0428,1.295,0.778,torchlight,0.0,1230355,0.0
3520,10082682,2017-01-25,11758978,12000000,FL,0.0494,1.26,0.774,wells_fargo_bank,0.0,241022,0.0
3521,10064741,2017-01-25,11757217,12320000,GA,0.0431,1.25,0.8,cwcapital,0.0,562783,0.0
3522,30309866,2017-01-25,11755541,12210000,FL,0.030837,1.58,0.758,"berkeley_point_capital,_llc",0.0,454459,0.0
3523,302521053,2017-01-25,11752527,11920000,FL,0.0453,1.32,0.779,wells_fargo_bank,0.0,167473,0.0
3524,10084794,2017-01-25,11750000,11750000,OH,0.0439,1.39,0.783,wells_fargo_bank,0.0,0,0.0
3525,30268867,2017-01-25,11742972,13250000,NM,0.0561,1.39,0.667,"berkeley_point_capital,_llc",0.0,1507028,0.0
3526,10073725,2017-01-25,11737259,11850000,CA,0.0412,1.31,0.75,wells_fargo_bank,0.0,112741,0.0
3527,10061216,2017-01-25,11733000,11733000,CO,0.0318,2.54,0.641,cwcapital,0.0,0,0.0
3528,10073685,2017-01-25,11730524,11920000,FL,0.0433,1.541,0.759,wells_fargo_bank,0.0,189476,0.0
3529,46100044,2017-01-25,11726992,11824000,CA,0.0404,1.28,0.8,midland_loan_services,0.0,97008,0.0
3530,948832649,2017-01-25,11724730,12359000,CA,0.042,1.3,0.752,cwcapital,0.0,634270,0.0
3531,30310104,2017-01-25,11717708,12140000,CA,0.025237,1.52,0.67,cwcapital,0.0,422292,0.0
3532,10091368,2017-01-25,11715022,12000000,TX,0.0438,1.4,0.75,"berkeley_point_capital,_llc",0.0,284978,1.0
3533,860100033,2017-01-25,11713207,11800000,CO,0.0537,1.27,0.776,wells_fargo_bank,0.0,86793,0.0
3534,690100042,2017-01-25,11710086,12842000,TX,0.0526,1.25,0.685,cwcapital,0.0,1131914,0.0
3535,689100029,2017-01-25,11700000,11700000,WI,0.0399,2.64,0.65,cwcapital,0.0,0,0.0
3536,300501048,2017-01-25,11699232,12736000,CA,0.0331,1.4,0.69,midland_loan_services,0.0,1036768,0.0
3537,824100044,2017-01-25,11684607,12060000,TX,0.0381,1.753,0.75,keybank,0.0,375393,0.0
3538,30309056,2017-01-25,11680000,11680000,SC,0.021937,1.75,0.8,trimont,0.0,0,0.0
3539,889100045,2017-01-25,11666340,12900000,OK,0.0411,1.5,0.725,midland_loan_services,0.0,1233660,0.0
3540,10073970,2017-01-25,11663365,12800000,TN,0.0317,2.37,0.476,wells_fargo_bank,0.0,1136635,0.0
3541,10064745,2017-01-25,11662012,8865000,CA,0.0434,1.3,0.724,cwcapital,0.0,-2797012,0.0
3542,300911051,2017-01-25,11646000,11646000,NH,0.0374,2.4,0.598,keybank,0.0,0,0.0
3543,300591052,2017-01-25,11644381,12344000,AZ,0.0364,1.27,0.55,cwcapital,0.0,699619,0.0
3544,10087010,2017-01-25,11627635,11775000,CO,0.0511,1.3,0.75,wells_fargo_bank,0.0,147365,0.0
3545,10102931,2017-01-25,11625000,11625000,CT,0.0417,1.26,0.78,midland_loan_services,0.0,0,0.0
3546,10087007,2017-01-25,11624158,12187000,VA,0.0508,1.31,0.742,wells_fargo_bank,0.0,562842,0.0
3547,833100036,2017-01-25,11619886,12036000,FL,0.0402,1.495,0.797,midland_loan_services,0.0,416114,0.0
3548,708285406,2017-01-25,11618785,12000000,GA,0.0395,1.39,0.755,cwcapital,0.0,381215,0.0
3549,304611049,2017-01-25,11612463,12000000,WA,0.0361,1.32,0.644,wells_fargo_bank,0.0,387537,0.0
3550,30268954,2017-01-25,11602796,12480000,NC,0.0583,1.44,0.8,keybank,0.0,877204,0.0
3551,30304065,2017-01-25,11602045,12741000,CA,0.0326,1.75,0.536,midland_loan_services,0.0,1138955,0.0
3552,30309869,2017-01-25,11600000,11600000,MI,0.028637,1.88,0.744,"berkeley_point_capital,_llc",0.0,0,0.0
3553,820108319,2017-01-25,11600000,11600000,GA,0.0394,1.43,0.8,cwcapital,0.0,0,0.0
3554,10082684,2017-01-25,11593383,11750000,DE,0.037,1.3,0.73,wells_fargo_bank,0.0,156617,1.0
3555,301451048,2017-01-25,11581622,12200000,FL,0.0488,1.25,0.754,cwcapital,0.0,618378,0.0
3556,10087011,2017-01-25,11580000,11580000,DC,0.0451,2.45,0.506,wells_fargo_bank,0.0,0,0.0
3557,10098710,2017-01-25,11572194,12000000,WA,0.0306,2.03,0.506,wells_fargo_bank,0.0,427806,0.0
3558,10102193,2017-01-25,11570000,11570000,VA,0.0369,2.53,0.65,cwcapital,0.0,0,0.0
3559,10082685,2017-01-25,11561342,11681000,NY,0.0374,1.25,0.66,wells_fargo_bank,0.0,119658,0.0
3560,838100044,2017-01-25,11551527,11977000,WA,0.0561,1.254,0.773,keybank,0.0,425473,0.0
