,lnno,mrtg_status,quarter,amt_upb_endg,amt_upb_pch,code_st,rate_int,rate_dcr
298843,892778487,100,2016-03-31,11982353.94,12500000.0,TN,0.0596,1.407
298877,892779487,100,2016-03-31,5000000.0,5000000.0,UT,0.0554,1.567
298914,892869968,100,2016-03-31,1040104.45,1220745.79,NJ,0.0584,1.33
299477,894410504,100,2016-03-31,2702912.57,2900000.0,IL,0.0632,1.456
299530,894779487,100,2016-03-31,15325000.0,15325000.0,UT,0.0583,1.496
299566,894870948,100,2016-03-31,42200000.0,42200000.0,CA,0.0571,1.282
299601,895097940,100,2016-03-31,10435255.25,11000000.0,OH,0.0537,1.597
299898,895410504,100,2016-03-31,4333607.67,4950000.0,TX,0.057,1.2
300193,896265002,100,2016-03-31,4914794.16,7282736.38,CA,0.0729,1.655
300426,896777487,100,2016-03-31,6227347.34,7000000.0,NJ,0.0595,1.255
300457,896779487,100,2016-03-31,5400000.0,5400000.0,CA,0.0552,3.281
300501,896869968,100,2016-03-31,4649837.52,6850000.0,PA,0.0557,1.867
300976,897777487,100,2016-03-31,5427877.06,6100000.0,NJ,0.0596,1.229
301270,898820708,100,2016-03-31,11227356.69,11300000.0,CA,0.0509,1.452
301307,898869968,100,2016-03-31,2373004.38,2785138.51,NJ,0.0584,1.345
301375,899098940,100,2016-03-31,13020284.6,14430000.0,AR,0.0568,1.496
301699,899410504,100,2016-03-31,2457749.66,2650000.0,IL,0.0598,2.621
301738,899869968,100,2016-03-31,1737195.56,2038905.2,NJ,0.0584,1.346
301836,900120981,500,2016-03-31,,4250000.0,MO,0.0581,1.484
301970,900439534,100,2016-03-31,12000000.0,12000000.0,CA,0.031205,3.8
302036,900779487,100,2016-03-31,3547727.89,4000000.0,CA,0.0619,1.25
302073,900869968,100,2016-03-31,451109.84,529456.03,NJ,0.0584,1.354
302336,901779487,100,2016-03-31,4911300.14,5585000.0,NV,0.0582,1.2
302373,901869968,100,2016-03-31,10213791.71,11987683.67,NJ,0.0584,1.424
302628,902869968,100,2016-03-31,1773369.95,2081361.58,NJ,0.0584,1.335
302649,902870968,100,2016-03-31,3961101.38,4200000.0,NV,0.042305,2.001
303001,903869968,100,2016-03-31,1233314.88,1447512.8,NJ,0.0584,1.347
303047,904097940,100,2016-03-31,1257759.94,1450000.0,MO,0.0623,1.227
303317,904413504,100,2016-03-31,5707699.72,6120000.0,TX,0.0599,1.501
303346,904436534,500,2016-03-31,,42720527.0,CA,0.0525,1.389
303421,904869968,100,2016-03-31,1946579.08,2284652.72,NJ,0.0584,1.335
303464,905097940,100,2016-03-31,6776985.68,7300000.0,TX,0.0621,1.488
303785,905413504,100,2016-03-31,5926814.1,6362000.0,TX,0.0591,1.464
303814,905436534,500,2016-03-31,,38929010.0,CA,0.0522,1.398
303915,905779487,100,2016-03-31,16909000.0,16909000.0,CA,0.0564,1.42
303952,905869968,100,2016-03-31,548991.74,644338.0,NJ,0.0584,1.33
303992,906096940,100,2016-03-31,14069464.98,15003000.0,TX,0.0597,1.448
304117,906117981,100,2016-03-31,445781.63,900000.0,NY,0.0752,0.0
304506,906778487,100,2016-03-31,5600000.0,5600000.0,SC,0.0567,2.56
304582,906869968,100,2016-03-31,1209483.55,1419541.54,NJ,0.0584,1.335
304622,907096940,100,2016-03-31,10912908.77,11637000.0,TX,0.0597,1.45
304657,907097940,100,2016-03-31,9578020.66,11100000.0,MN,0.0574,1.465
304866,907270002,100,2016-03-31,4262617.07,5450000.0,MD,0.0544,1.444
305031,907869968,100,2016-03-31,2517698.97,2954964.02,NJ,0.0584,1.348
305074,908095940,100,2016-03-31,4754125.08,6480579.9,MN,0.0579,1.25
305342,908413504,100,2016-03-31,4897016.85,5240000.0,TX,0.0614,1.442
305439,908869968,100,2016-03-31,1176288.94,1380581.57,NJ,0.0584,1.345
306117,910778487,500,2016-03-31,,10340000.0,AL,0.0587,1.454
306148,910779487,100,2016-03-31,10000000.0,10000000.0,CA,0.0585,1.774
306185,910869968,100,2016-03-31,687302.9,806671.21,NJ,0.0584,1.345
306374,911272002,100,2016-03-31,8404042.86,13984621.06,MI,0.0773,1.433
306575,911778487,500,2016-03-31,,15710000.0,TN,0.0587,1.495
306608,911779487,100,2016-03-31,16300000.0,16300000.0,WA,0.0573,1.488
306645,911869968,100,2016-03-31,1955940.71,2295641.42,NJ,0.0584,1.344
307048,913270002,100,2016-03-31,7744577.65,9600000.0,DE,0.0574,1.416
307198,913779487,100,2016-03-31,3650532.47,5000000.0,CA,0.058,1.783
307235,913869968,100,2016-03-31,2912632.97,3418487.79,NJ,0.0584,1.354
307328,914120981,500,2016-03-31,,3850000.0,MO,0.0573,1.664
307439,914439534,100,2016-03-31,5000000.0,5000000.0,CA,0.035505,3.374
307509,914805708,100,2016-03-31,2493780.21,2664000.0,CO,0.0418,1.366
307546,914868948,100,2016-03-31,255639.57,300000.0,CO,0.0597,1.227
307581,915097940,100,2016-03-31,7853151.37,8210000.0,KS,0.061,1.436
307889,915410504,100,2016-03-31,4099116.21,4574000.0,CA,0.0621,1.24
308117,917097940,100,2016-03-31,3136776.93,3300000.0,KS,0.057,1.611
308598,918811708,100,2016-03-31,4846499.9,4900000.0,FL,0.0463,1.1600987
308619,918870968,100,2016-03-31,5173361.01,5500000.0,CO,0.0655,1.302
308912,919779487,100,2016-03-31,15569301.98,17700000.0,NV,0.0552,1.252
308949,919869968,100,2016-03-31,451959.92,530455.0,NJ,0.0584,1.347
309031,920097940,100,2016-03-31,20500000.0,20500000.0,OK,0.0594,1.688
309158,920120981,100,2016-03-31,5814769.09,6350000.0,OH,0.0583,1.761
309408,920869968,100,2016-03-31,2749212.17,3226684.85,NJ,0.0584,1.33
309488,921269002,100,2016-03-31,2959656.29,4500000.0,FL,0.0625,1.905
309644,921411504,100,2016-03-31,24953465.04,26265000.0,CA,0.06565,1.627
309763,922098940,100,2016-03-31,6480732.61,7500000.0,GA,0.0562,1.381
310057,922869968,100,2016-03-31,4987735.13,5853985.53,NJ,0.0584,1.351
310268,923869968,100,2016-03-31,381314.32,447540.19,NJ,0.0584,1.329
310308,924096940,100,2016-03-31,6534837.05,7400000.0,TX,0.0569,1.483
310343,924098940,500,2016-03-31,,8300000.0,NC,0.062,1.371
310388,924120981,100,2016-03-31,7292071.26,8280000.0,MN,0.0595,1.225
310605,924277002,100,2016-03-31,4763866.72,6000000.0,NY,0.0608,3.128
310792,924869968,100,2016-03-31,663896.72,779199.44,NJ,0.0584,1.364
311025,925410504,100,2016-03-31,1823723.6,2050000.0,OH,0.0595,1.328
311238,925869968,100,2016-03-31,705177.69,827649.66,NJ,0.0584,1.348
311272,926097940,100,2016-03-31,4897355.54,6000000.0,WI,0.0554,1.277
311524,926417504,100,2016-03-31,3700603.91,3775500.0,LA,0.0768,1.929
311542,926439534,100,2016-03-31,16788399.48,18300000.0,WA,0.038705,1.977
311598,927097940,100,2016-03-31,26144000.0,26144000.0,TX,0.0561,1.26
311633,927098940,100,2016-03-31,15625447.36,16400000.0,SC,0.0556,1.589
311979,927870968,100,2016-03-31,4013338.72,4270000.0,OK,0.039105,2.613
312014,928097940,100,2016-03-31,3382037.15,3900000.0,MN,0.0596,1.256
312272,928410504,100,2016-03-31,2054155.65,2275000.0,IN,0.0636,1.281
312301,928414504,100,2016-03-31,5128736.15,5548680.93,NC,0.0815,1.689
312367,928777487,100,2016-03-31,9000000.0,9000000.0,MD,0.0555,2.168
312418,928869968,100,2016-03-31,11444790.55,12596800.0,NY,0.0582,1.57
312440,928870968,100,2016-03-31,2760392.64,2947000.0,OK,0.037605,2.737
312484,929095940,100,2016-03-31,3676999.72,4500000.0,WI,0.0587,1.252
312658,929414504,100,2016-03-31,1795420.06,2000000.0,NC,0.0627,1.3
312676,929438534,100,2016-03-31,5717586.03,6500000.0,NY,0.0489,2.659
312750,929872968,500,2016-03-31,,2500000.0,NY,0.0417,1.426
312794,930095940,100,2016-03-31,5304941.28,6500000.0,WI,0.0583,1.265
312828,930120981,100,2016-03-31,5284110.05,6000000.0,MN,0.0595,1.245
313065,930779487,500,2016-03-31,,3600000.0,OR,0.0556,1.222
313284,931436534,500,2016-03-31,,26974100.0,CA,0.0522,1.398
313355,931870968,500,2016-03-31,,6565000.0,OK,0.03415,3.562
313685,932412504,100,2016-03-31,4593579.58,5000000.0,FL,0.0582,2.132
313979,933412504,100,2016-03-31,4592067.46,5000000.0,FL,0.058,2.077
314026,933814708,100,2016-03-31,3804272.47,3861370.59,FL,0.0543,1.615
314039,933818708,100,2016-03-31,2749071.5,2888000.0,PA,0.0455,1.35
314084,934097940,100,2016-03-31,5890152.79,6200000.0,OH,0.0551,1.753
314118,934120981,100,2016-03-31,21928495.0,25000000.0,TX,0.0586,1.142
314349,934436534,100,2016-03-31,9776148.25,11140000.0,TX,0.049205,1.401
314505,935097940,100,2016-03-31,8550222.04,9000000.0,OH,0.0551,1.56
314689,935411504,100,2016-03-31,11774896.25,13272000.0,CA,0.06,1.2
314721,935416504,100,2016-03-31,5322422.83,6000000.0,VA,0.0582,1.782
314750,935436534,500,2016-03-31,,45482049.0,CA,0.0524,1.395
314855,935779487,100,2016-03-31,25025000.0,25025000.0,CO,0.0589,1.538
314868,935818708,100,2016-03-31,4128932.43,4338000.0,PA,0.0454,1.351
315157,936276002,100,2016-03-31,1055624.99,3336000.0,CT,0.0791,1.268
315296,936869968,100,2016-03-31,1721699.2,2000000.0,PA,0.0585,1.389
315748,937779487,100,2016-03-31,3184755.38,3605739.32,OR,0.0589,1.15
315991,938436534,100,2016-03-31,17657092.84,19439000.0,CA,0.064,1.3
316118,939098940,100,2016-03-31,7072133.56,8200000.0,LA,0.0547,1.288
316451,939849708,100,2016-03-31,28617000.0,28617000.0,GA,0.023605,2.9224987
316486,940097940,100,2016-03-31,2638313.65,3040000.0,KS,0.0571,1.244
316521,940098940,500,2016-03-31,,9204000.0,VA,0.0585,1.67
316798,940410504,100,2016-03-31,5000000.0,5000000.0,CA,0.0597,2.027
316815,940412504,100,2016-03-31,2222276.98,2256000.0,CA,0.0887,1.448
316843,940436534,100,2016-03-31,45004801.64,50000000.0,CA,0.0614,1.231
316943,941096940,100,2016-03-31,7731990.35,8750000.0,TX,0.029405,1.46
317031,941241932,100,2016-03-31,40880000.0,40880000.0,NV,0.032705,2.055815
317270,941416504,100,2016-03-31,9224499.61,9940000.0,TX,0.0604,1.15
317297,941417504,100,2016-03-31,4367078.85,4739000.0,FL,0.0676,1.853
317389,942098940,100,2016-03-31,17000000.0,17000000.0,FL,0.054,1.671
317513,942258942,100,2016-03-31,10362247.39,12000000.0,NV,0.063,1.24
318009,943417504,100,2016-03-31,6223939.54,6754000.0,FL,0.0676,1.903
318109,944097940,100,2016-03-31,7150000.0,7150000.0,MO,0.0606,1.437
318552,944417504,100,2016-03-31,13577661.78,14734000.0,FL,0.0676,1.756
318590,944814708,100,2016-03-31,1500000.0,1500000.0,MA,0.0456,2.033
318953,945410504,100,2016-03-31,4250000.0,4250000.0,TX,0.062,2.15
319004,945413504,100,2016-03-31,3500438.46,3900000.0,MS,0.029405,1.221
319041,945417504,100,2016-03-31,8859484.02,9614000.0,FL,0.0676,1.787
319075,945863708,100,2016-03-31,2450000.0,2450000.0,OR,0.037805,1.966
319418,946276002,100,2016-03-31,326716.32,905000.0,NY,0.0802,1.442
319478,946417504,100,2016-03-31,12183402.62,13221000.0,FL,0.0676,1.953
319563,946778487,100,2016-03-31,13428288.97,14000000.0,FL,0.0603,1.454
319703,947121981,100,2016-03-31,1524214.6,3000000.0,TX,0.0692,0.0
319754,947266002,100,2016-03-31,342813.72,4279082.5,CA,0.0509,3.048
319854,947271002,100,2016-03-31,11971330.21,13622000.0,NC,0.0541,1.5
320007,947277002,100,2016-03-31,3655259.64,4600000.0,NY,0.0646,7.735
320062,947778487,500,2016-03-31,,20750000.0,GA,0.0611,1.546
320086,947869948,100,2016-03-31,9213294.54,9900000.0,CA,0.0655,1.172
320160,948233932,100,2016-03-31,10625000.0,10625000.0,CA,0.027905,2.5786029
320859,951096940,100,2016-03-31,11629909.02,13200000.0,OK,0.0559,1.52
321029,951418504,100,2016-03-31,7143383.37,7250000.0,MN,0.0651,1.419
321118,951777487,100,2016-03-31,3515020.84,3800000.0,MD,0.0607,1.45
321121,951863708,100,2016-03-31,5870000.0,5870000.0,CA,0.027405,2.5936377
321155,952097940,100,2016-03-31,12027169.87,12550000.0,TX,0.0593,1.486
321336,952436534,500,2016-03-31,,88773750.0,CA,0.052,1.401
321430,952822708,100,2016-03-31,36890000.0,36890000.0,CA,0.027205,2.7311317
321433,952863708,100,2016-03-31,10260000.0,10260000.0,CA,0.027405,2.5930821
321468,953097940,100,2016-03-31,2535000.0,2535000.0,NE,0.0573,2.708
321504,953098940,100,2016-03-31,9090860.2,9570139.0,LA,0.0575,1.246
321557,953119981,100,2016-03-31,12651936.24,14097000.0,GA,0.036205,1.816
321748,953271002,100,2016-03-31,27844647.78,34150000.0,MD,0.0548,1.3
321848,954097940,100,2016-03-31,6491206.02,7000000.0,OH,0.0597,1.895
321884,954098940,100,2016-03-31,6806168.99,7164997.0,GA,0.0575,1.318
321922,954233932,100,2016-03-31,12900000.0,12900000.0,CO,0.030905,2.396456
321995,954275002,100,2016-03-31,2549836.02,3520351.19,KS,0.0658,1.261
322061,954847708,100,2016-03-31,25578000.0,25578000.0,NC,0.021905,3.9629216
322268,955121981,100,2016-03-31,633928.75,1200000.0,TX,0.0721,0.0
322390,955436534,500,2016-03-31,,34310821.0,CA,0.0522,1.398
322414,955438534,100,2016-03-31,17356432.75,19750000.0,TX,0.034205,1.736
322514,955847708,100,2016-03-31,21112000.0,21112000.0,NC,0.021905,3.4881625
322515,955857708,100,2016-03-31,2428080.18,2431823.84,RI,0.041005,1.512
322587,956241932,100,2016-03-31,4429000.0,4429000.0,FL,0.0459,1.4984549
322765,956436534,500,2016-03-31,,33894332.0,CA,0.0523,1.37
323022,957277002,100,2016-03-31,250697.45,1000000.0,CT,0.0582,1.666
323063,957417504,100,2016-03-31,7325288.31,7760000.0,FL,0.0692,1.668
323173,958271002,100,2016-03-31,5189627.39,6380000.0,MD,0.0548,1.437
323325,958436534,500,2016-03-31,,38006801.0,CA,0.0524,1.395
323389,958847708,100,2016-03-31,28420000.0,28420000.0,NC,0.021905,3.5814592
323469,959119981,100,2016-03-31,22584390.64,25000000.0,TX,0.037605,1.554
323732,959413504,100,2016-03-31,501056.54,1200000.0,SC,0.07025,1.302
323816,959847708,100,2016-03-31,5200000.0,5200000.0,GA,0.022905,3.9291213
323853,959869968,100,2016-03-31,46184173.79,48930351.0,PA,0.0555,1.537
323888,960097940,100,2016-03-31,6073881.53,6800000.0,TX,0.0613,1.47
324163,961097940,100,2016-03-31,3171742.1,4400000.0,KY,0.0567,1.379
324567,962097940,100,2016-03-31,4560000.0,4560000.0,NE,0.0573,4.012
324676,962258942,500,2016-03-31,,4639000.0,WA,0.029295,1.239
324792,962271002,100,2016-03-31,12000000.0,12000000.0,FL,0.029405,2.544
324934,962712947,100,2016-03-31,1540801.92,2060000.0,MI,0.0709,1.476
324967,962779487,100,2016-03-31,28981000.0,28981000.0,CA,0.0554,1.42
325007,963096940,100,2016-03-31,8000000.0,8000000.0,IN,0.0572,2.167
325042,963097940,100,2016-03-31,2000000.0,2000000.0,NE,0.0578,3.835
325078,963098940,100,2016-03-31,9046515.11,9523456.0,GA,0.0575,1.245
325366,963277002,100,2016-03-31,874437.91,1600000.0,NY,0.0606,6.962
325386,963410504,100,2016-03-31,6772386.76,7000000.0,MD,0.0691,1.216
325541,963869968,100,2016-03-31,6791446.91,7925000.0,PA,0.0552,1.255
325830,964689946,100,2016-03-31,3384054.88,3790000.0,FL,0.0643,1.196
325861,964777487,100,2016-03-31,1837413.07,2057976.57,CA,0.0607,2.078
325892,964847708,100,2016-03-31,25172000.0,25172000.0,NC,0.021905,3.4918921
325928,964869968,100,2016-03-31,937869.7,1085000.0,PA,0.0584,1.222
325964,965097940,100,2016-03-31,44000000.0,44000000.0,TX,0.0566,1.18
326064,965258942,100,2016-03-31,10947843.69,11280000.0,CO,0.0553,1.608
326208,965276002,100,2016-03-31,621635.37,1776000.0,CT,0.0872,1.25
326255,965712947,100,2016-03-31,3008013.74,3300000.0,TX,0.0719,1.195
326335,965872968,100,2016-03-31,1706465.27,1850000.0,NY,0.0435,1.405
326511,966258942,100,2016-03-31,21933180.0,22600000.0,CO,0.0552,1.597
326628,966276002,100,2016-03-31,350580.37,1000000.0,CT,0.0875,1.378
326668,966414504,100,2016-03-31,2562895.64,2958000.0,MA,0.043205,1.532
326697,966436534,500,2016-03-31,,6650000.0,TX,0.03975,1.673
326735,966712947,100,2016-03-31,2514243.75,2758300.0,TX,0.0719,1.15
326766,966777487,100,2016-03-31,1882010.36,2110000.0,CA,0.0607,2.021
326826,966779487,100,2016-03-31,8040601.82,8400000.0,CA,0.0517,1.563
327102,967269002,500,2016-03-31,,7150000.0,LA,0.0641,1.67
327301,967777487,100,2016-03-31,1605506.42,1798231.95,CA,0.0607,1.978
327328,967847708,100,2016-03-31,28420000.0,28420000.0,NC,0.021905,3.6611769
327371,968095940,100,2016-03-31,10987592.78,13720000.0,MO,0.029405,1.309
327834,969277002,100,2016-03-31,3169639.53,4000000.0,NY,0.0614,3.027
327911,969779487,100,2016-03-31,5500000.0,5500000.0,CA,0.0537,2.184
327916,969847708,100,2016-03-31,15225000.0,15225000.0,NC,0.021905,3.6606452
328356,971258942,100,2016-03-31,19447688.81,20600000.0,CO,0.0578,1.48
328524,971418504,100,2016-03-31,37831048.35,38697843.22,CO,0.0805,1.553
328936,972814708,100,2016-03-31,6259000.0,6259000.0,AZ,0.039405,2.057
329543,974414504,100,2016-03-31,1328835.82,1450000.0,LA,0.0668,1.253
329659,974777487,100,2016-03-31,3534186.53,4000000.0,NY,0.0597,1.247
329761,975098940,100,2016-03-31,20871779.74,23655000.0,AL,0.0603,1.158
329974,975276002,100,2016-03-31,1220086.63,1910000.0,NY,0.0759,1.403
329979,975418504,100,2016-03-31,10941723.41,11179702.34,CO,0.0574,1.311
330035,975777487,100,2016-03-31,7223806.78,8123000.0,PA,0.029405,1.173
330068,975779487,100,2016-03-31,43341282.46,49938000.0,CA,0.0521,1.15
330437,976777487,100,2016-03-31,9156313.08,10292000.0,PA,0.029405,1.206
330495,976779487,100,2016-03-31,6010200.5,7585000.0,CA,0.0525,1.15
330500,976846708,100,2016-03-31,4397167.38,4500000.0,AL,0.035005,1.546
330729,977270002,100,2016-03-31,3837372.48,4410000.0,FL,0.0737,1.175
330890,977715947,100,2016-03-31,918462.28,1000000.0,AL,0.0672,1.2
330894,977814708,100,2016-03-31,27240000.0,27240000.0,FL,0.024405,3.0466879
330963,978098940,100,2016-03-31,10537668.33,10800000.0,DC,0.0562,1.488
331160,978275002,100,2016-03-31,2401297.87,2960000.0,ND,0.0626,1.267
331191,978416504,100,2016-03-31,6113019.05,6400000.0,TX,0.0624,1.272
331940,980778487,100,2016-03-31,13302207.71,13500000.0,MD,0.0593,1.346
332009,981098940,100,2016-03-31,41000000.0,41000000.0,GA,0.0571,1.337
332204,981823708,100,2016-03-31,9548000.0,9548000.0,UT,0.027605,2.6388034
332241,981869968,100,2016-03-31,4835779.86,5123322.0,PA,0.0555,1.611
332387,982271002,100,2016-03-31,3414687.12,3800000.0,TN,0.0547,1.872
332462,982869968,100,2016-03-31,4412615.35,4674996.0,PA,0.0555,1.631
332657,983276002,100,2016-03-31,1342401.94,1800000.0,NY,0.0803,2.792
332777,983869968,100,2016-03-31,6599949.32,6992392.0,PA,0.0555,1.606
333080,984869968,100,2016-03-31,9981674.21,10575199.0,PA,0.0555,1.549
333121,985095940,100,2016-03-31,1695773.62,2000000.0,OK,0.062,1.11
333228,985257942,100,2016-03-31,11862727.14,14435000.0,NV,0.0541,1.214
333328,985436534,500,2016-03-31,,52472926.0,CA,0.0521,1.4
333355,985715947,100,2016-03-31,3344507.46,3545000.0,FL,0.0625,1.361
333386,985777487,100,2016-03-31,10621670.31,12000000.0,NJ,0.0564,2.476
333448,985869968,100,2016-03-31,21583315.21,22866690.0,PA,0.0555,1.581
333515,986097940,100,2016-03-31,11800000.0,11800000.0,TX,0.0568,1.639
333612,986257942,100,2016-03-31,6335625.19,7750000.0,CA,0.0518,1.257
333747,986412504,100,2016-03-31,35004194.82,36465000.0,CA,0.082,1.15
333803,986869968,100,2016-03-31,6732146.16,7132449.0,PA,0.0555,1.593
333836,986881948,100,2016-03-31,27252084.73,30000000.0,GA,0.0581,1.485
334105,987779487,100,2016-03-31,112800000.0,112800000.0,CA,0.0573,1.452
334115,987808708,100,2016-03-31,6580329.34,6883000.0,MD,0.038605,1.719
334152,987869968,100,2016-03-31,7443035.4,7885609.0,PA,0.0555,1.612
334401,988777487,100,2016-03-31,13250000.0,13250000.0,NY,0.0552,13.464
334751,989410504,100,2016-03-31,4510960.55,4700000.0,TX,0.0666,1.377
334824,989779487,100,2016-03-31,3066924.99,3500000.0,CA,0.0551,2.069
334861,989869968,100,2016-03-31,23884404.08,25304605.0,PA,0.0555,1.609
334910,990098940,100,2016-03-31,1000000.0,1000000.0,VA,0.054,4.533
335062,990274002,100,2016-03-31,2629892.94,3814786.26,IN,0.0636,1.86
335084,990410504,100,2016-03-31,5766279.67,6000000.0,GA,0.0678,1.179
335110,990416504,100,2016-03-31,930014.18,975000.0,AR,0.0681,1.304
335147,990715947,100,2016-03-31,1040988.9,1199041.7,KS,0.0614,1.152
335180,990778487,500,2016-03-31,,10000000.0,AL,0.0578,1.482
335217,990869968,100,2016-03-31,3691758.7,3911276.0,PA,0.0555,1.643
335369,991809708,100,2016-03-31,2995331.08,3078000.0,TX,0.0487,1.35
335413,992095940,100,2016-03-31,14660887.9,16450000.0,KY,0.0647,1.373
335652,992869968,100,2016-03-31,2209684.02,2341075.0,PA,0.0555,1.832
335686,992881948,100,2016-03-31,5790000.0,5790000.0,UT,0.0593,1.343
335727,993095940,100,2016-03-31,11579768.94,14160000.0,MN,0.0534,1.227
336042,993809708,100,2016-03-31,776603.44,800000.0,IN,0.0538,1.366
336079,993869968,100,2016-03-31,10066007.83,10664547.0,PA,0.0555,1.619
336114,994098940,100,2016-03-31,4793984.91,5500000.0,NC,0.0588,1.256
336222,994266002,100,2016-03-31,20447598.75,25970398.88,CA,0.0529,1.257
336467,994869968,100,2016-03-31,2281845.11,2417527.0,PA,0.0555,1.611
336703,995411504,100,2016-03-31,5096667.42,5725000.0,OR,0.059,1.209
336774,995869968,100,2016-03-31,4398934.05,4660501.0,PA,0.0555,1.618
336877,996097940,500,2016-03-31,,9000000.0,MI,0.029295,1.469
336912,996098940,100,2016-03-31,8738445.76,9200000.0,NC,0.0549,1.634
337139,996411504,100,2016-03-31,2727710.65,3057436.97,OR,0.0596,1.205
337166,996417504,100,2016-03-31,120198.76,1050000.0,TX,0.0557,1.394
337242,996869968,100,2016-03-31,16531530.44,17514519.0,PA,0.0555,1.601
337275,996881948,100,2016-03-31,3763286.37,4320000.0,OR,0.0536,1.206
337383,997098940,100,2016-03-31,9958013.62,10473000.0,FL,0.0573,1.474
337602,997869968,100,2016-03-31,6322941.6,6698913.0,PA,0.0555,1.612
337721,998271002,100,2016-03-31,4798222.12,5600000.0,VA,0.029405,1.917
337828,998689946,100,2016-03-31,3713803.63,4112000.0,MD,0.0703,1.106
337896,998869968,100,2016-03-31,6022155.85,6380242.0,PA,0.0555,1.623
337940,999095940,100,2016-03-31,4075876.65,5000000.0,WI,0.0579,1.267
338005,999116981,100,2016-03-31,317774.22,1900000.0,NY,0.0707,0.0
338162,999272002,100,2016-03-31,19764640.11,31500000.0,TX,0.073,1.201
338355,999689946,100,2016-03-31,2686036.59,3000000.0,FL,0.0649,1.203
338444,999869968,100,2016-03-31,5938972.04,6292112.0,PA,0.0555,1.765
